group,playlist,artist,title,youtube_id,spotify_track_name,spotify_artist_name,spotify_id,confidence,flag
G1,official-pl-karaoke,Shaggy,It Wasn't Me,2g5Hz17C4is,It Wasn't Me,Shaggy / Rik Rok,3WkibOpDF7cQ5xntM1epyf,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Bill Medley & Jennifer Warnes,(I've Had) The Time of My Life,4BQLE_RrTSU,"(I've Had) The Time of My Life - 12"" Version",Bill Medley / Jennifer Warnes,7tDPPdcjJs1pMf9KfZZ0i0,a0.56 t0.63,review
G1,official-pl-karaoke,Michael Jackson,Billie Jean,Zi_XLOBDo_Y,Billie Jean,Michael Jackson,7J1uxwnxfQLu4APicE5Rnj,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Vanilla Ice,Ice Ice Baby,rog8ou-ZepE,Ice Ice Baby,Vanilla Ice,3XVozq1aeqsJwpXrEZrDJ9,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Guns N' Roses,Sweet Child O' Mine,1w7OgIMMRc4,Sweet Child O' Mine,Guns N' Roses,7snQQk1zcKl8gZ92AnueZW,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Beyoncé,Single Ladies (Put a Ring on It),4m1EFMoRFvY,Single Ladies (Put a Ring on It),Beyoncé,557un1HgwYMuqfWGSTmnxw,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,C+C Music Factory,Everybody Dance Now,LaTGrV58wec,"Here We Go, Let's Rock & Roll (feat. Freedom Williams & Zelma Davis)",C & C Music Factory / Freedom Williams / Zelma Davis,0whwYFXgGNg14O8hdHguzV,a1.00 t0.27,no-match
G1,official-pl-karaoke,Destiny's Child,Say My Name,sQgd6MccwZc,Say My Name,Destiny's Child,7H6ev70Weq6DdpZyyTmUXk,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Katrina and the Waves,Walking on Sunshine,iPUmE-tne5U,Walking On Sunshine,Katrina & The Waves,05wIrZSwuaVWhcv5FfqeH0,a0.81 t1.00,review
G1,official-pl-karaoke,Whitney Houston,I Wanna Dance with Somebody,eH3giaIzONA,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,2tUBqZG2AbRi7Q0BIrVrEj,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Wham!,Wake Me Up Before You Go-Go,pIgZ7gMze7A,Wake Me Up Before You Go-Go,Wham!,0ikz6tENMONtK6qGkOrU3c,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Mark Ronson ft. Bruno Mars,Uptown Funk,OPf0YbXqDm0,Uptown Funk (feat. Bruno Mars),Mark Ronson / Bruno Mars,32OlwWuMpZ6b0aN2RZOeMS,a0.50 t1.00,no-match
G1,official-pl-karaoke,"Earth, Wind & Fire",September,Gs069dndIYk,September,"Earth, Wind & Fire",2grjqo0Frpf2okIBiifQKs,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Gnarls Barkley,Crazy,bd2B6SjMh_w,Crazy,Gnarls Barkley / CeeLo Green / Danger Mouse,1vxw6aYJls2oq3gW0DujAo,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Bon Jovi,Livin' on a Prayer,lDK9QqIzhwk,Livin' On A Prayer,Bon Jovi,37ZJ0p5Jm13JPevGcx4SkF,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,The Killers,Mr. Brightside,gGdGFtwCNBE,Mr. Brightside,The Killers,003vvx7Niy0yvhvHt4a68B,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Destiny's Child,Say My Name,sQgd6MccwZc,Say My Name,Destiny's Child,7H6ev70Weq6DdpZyyTmUXk,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,TLC,No Scrubs,rmOd7z8Edrg,No Scrubs,TLC,1KGi9sZVMeszgZOWivFpxs,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Ricky Martin,Livin' la Vida Loca,CN5hQOI__10,Livin' la Vida Loca,Ricky Martin,0Ph6L4l8dYUuXFmb71Ajnd,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Blackstreet,No Diggity,3KL9mRus19o,No Diggity,Blackstreet / Dr. Dre / Queen Pen,5tzDYbMDhomaADt9hKhANt,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Shania Twain,Man! I Feel Like a Woman!,ZJL4UGSbeFg,Man! I Feel Like A Woman!,Shania Twain,6sxptembJVty4sNtcPMAVz,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Sinéad O'Connor,Nothing Compares 2 U,0-EF60neguk,Nothing Compares 2 U,Sinéad O'Connor,5GHY1DFWKz3Prg2V0Iodqo,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,TLC,Waterfalls,8WEtxJ4-sh4,Waterfalls,TLC,6qspW4YKycviDFjHBOaqUY,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,No Doubt,Don't Speak,TR3Vdo5etCQ,Don't Speak,No Doubt,6urCAbunOQI4bLhmGpX7iS,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Alanis Morissette,Ironic,Jne9t8sHpUc,Ironic,Alanis Morissette,29YBihzQOmat0U74k4ukdx,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Lauryn Hill,Doo Wop (That Thing),T6QKqFPRZSA,Doo Wop (That Thing),Ms. Lauryn Hill,0uEp9E98JB5awlA084uaIg,a0.79 t1.00,review
G1,official-pl-90s-easy,Metallica,Enter Sandman,CD-E-LDc384,Enter Sandman - Live,Metallica,0sqNMGqq6PJK2YTYUciYwN,a1.00 t0.72,review
G1,official-pl-90s-easy,U2,One,ftjEcrrf7r0,One,U2,3G69vJMWsX6ZohTykad2AU,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Ice Cube,It Was a Good Day,h4UqMyldS7Q,It Was A Good Day,Ice Cube,2ywSzBCUc4lSW2AiOZf4Tx,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,*NSYNC,It's Gonna Be Me,GQMlWwIXg3M,It's Gonna Be Me,*NSYNC,2AW37v0bDyuOzGP3XnmFuA,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Boyz II Men,End of the Road,zDKO6XYXioc,End Of The Road,Boyz II Men,3l3xTXsUXeWlkPqzMs7mPD,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Chumbawamba,Tubthumping,2H5uWRjFsGc,Tubthumping,Chumbawamba,5YScXJKtefsgdskIy60N7A,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Puff Daddy ft. Faith Evans,I'll Be Missing You,NKMtZm2YuBE,"I'll Be Missing You (feat. Faith Evans, 112)",Diddy / Faith Evans / 112,3QHONiXGMGU3z68mQInncF,a0.50 t1.00,no-match
G1,official-pl-90s-easy,Spin Doctors,Two Princes,wsdy_rct6uo,Two Princes,Spin Doctors,4ePP9So5xRzspjLFVVbj90,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Third Eye Blind,Semi-Charmed Life,beINamVRGy4,Semi-Charmed Life,Third Eye Blind,42et6fnHCw1HIPSrdPprMl,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Janet Jackson,Together Again,b7k0a5hYnSI,Together Again,Janet Jackson,1aJnGme5ZRltYTp8FJ52eZ,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Mark Morrison,Return of the Mack,uB1D9wWxd2w,Return of the Mack,Mark Morrison,3jDdpx9PMlfMBS5tOBHFm9,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,The Notorious B.I.G.,Hypnotize,glEiPXAYE-U,Hypnotize,The Notorious B.I.G.,5wLvXRcwv2pvQsuRjt9piO,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Natalie Imbruglia,Torn,VV1XWJN3nJo,Torn,Natalie Imbruglia,1Jaah2tmN9Hv81A87KZ1MU,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Lou Bega,Mambo No. 5,EK_LN3XEcnw,Mambo No. 5 (a Little Bit of...),Lou Bega,6x4tKaOzfNJpEJHySoiJcs,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Spice Girls,Wannabe,tTZDHlnTgR0,Wannabe,Spice Girls,1Je1IMUlBXcx1Fz0WE7oPT,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Los del Río,Macarena,2zvd1JQ0EKY,Macarena,Los Del Rio,6mhw2fEPH4fMF0wolNm96e,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Oasis,Wonderwall,PoJh4JNedns,Wonderwall,Oasis,1qPbGZqppFwLwcBC1JQ6Vr,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Céline Dion,My Heart Will Go On,mNsm2P0l_7Y,"My Heart Will Go On - Love Theme from ""Titanic""",Céline Dion,33LC84JgLvK2KuW43MfaNq,a1.00 t0.44,no-match
G1,official-pl-90s-easy,Madonna,Vogue,GuJQSAiODqI,Vogue,Madonna,3WFgRhgECxQYyy8Ldhk2PG,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Boyz II Men,I'll Make Love to You,fV8vB1BB2qc,I'll Make Love To You,Boyz II Men,7dfl9X38RhIvB3oSmmneq3,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Eiffel 65,Blue (Da Ba Dee),zA52uNzx7Y4,Eiffel 65 - Blue (Da Ba Dee) (Samuele Sartini & Cire Remix),Eiffel 65 / Samuele Sartini / CIRE,2xeTDoozKW0Igu501Yntux,a1.00 t0.29,no-match
G1,official-pl-90s-easy,Goo Goo Dolls,Iris,NdYWuo9OFAw,Iris,The Goo Goo Dolls,6Qyc6fS4DsZjB2mRW9DsQs,a0.76 t1.00,review
G1,official-pl-90s-easy,Rednex,Cotton Eye Joe,mOYZaiDZ7BM,Cotton Eye Joe,Rednex,06hsdMbBxWGqBO0TV0Zrkf,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Smash Mouth,All Star,L_jWHffIx5E,All Star,Smash Mouth,3cfOd4CMv2snFaKAnMdnvK,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,U2,Beautiful Day,co6WMzDOh1o,Beautiful Day,U2,0gzqZ9d1jIKo9psEIthwXe,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Snap!,Rhythm Is a Dancer,WMPM1q_Uyxc,Rhythm Is a Dancer,SNAP!,5uFYYOyT3EclOVhiFzPJSz,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Britney Spears,...Baby One More Time,hitIxB22QcI,...Baby One More Time,Britney Spears,3MjUtNVVq3C8Fn0MP3zhXa,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Whitney Houston,I Will Always Love You,T9Ybsvw_0p4,I Will Always Love You,Whitney Houston,4eHbdreAnSOrDDsFfc4Fpm,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Nirvana,Smells Like Teen Spirit,hTWKbfoikeg,Smells Like Teen Spirit,Nirvana,4CeeEOM32jQcH3eN9Q2dGj,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Santana ft. Rob Thomas,Smooth,6Whgn_iE5uc,Smooth (feat. Rob Thomas),Santana / Rob Thomas,0n2SEXB2qoRQg171q7XqeW,a0.56 t1.00,review
G1,official-pl-90s-easy,Aqua,Barbie Girl,eLXXFVNFKww,Barbie Girl,Aqua,5ZrDlcxIDZyjOzHdYW1ydr,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Technotronic,Pump Up the Jam,9EcjWd-O4jI,Pump Up The Jam,Technotronic,21qnJAMtzC6S5SESuqQLEK,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Blind Melon,No Rain,3qVPNONdF58,No Rain,Blind Melon,6txWz9UapYHVxEd7dDIHXT,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Haddaway,What Is Love,HEXWRTEbj1I,"What Is Love - 7"" Mix",Haddaway,7JkZ2hQdDonRURJjlMuh8q,a1.00 t0.67,review
G1,official-pl-90s-easy,R.E.M.,Losing My Religion,xwtdhWltSIg,Losing My Religion,R.E.M.,31AOj9sFz2gM0O3hMARRBx,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,The Cranberries,Zombie,6Ejga4kJUts,Zombie,The Cranberries,49wOjOkS4pBK3PQnPnNYjb,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Vanilla Ice,Ice Ice Baby,rog8ou-ZepE,Ice Ice Baby,Vanilla Ice,3XVozq1aeqsJwpXrEZrDJ9,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Divinyls,I Touch Myself,wv-34w8kGPM,I Touch Myself,Divinyls,6oNvmplQGUkmAh441Teows,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Hanson,MMMBop,NHozn0YXAeE,MMMBop,Hanson,0lnxrQAd9ZxbhBBe7d8FO8,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Ace of Base,The Sign,iqu132vTl5Y,The Sign,Ace of Base,0hrBpAOgrt8RXigk83LLNE,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Radiohead,Creep,XFkzRNyygfk,Creep,Radiohead,70LcF31zb1H0PyJoS1Sx1r,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,The Verve,Bitter Sweet Symphony,1lyu1KKwC74,Bitter Sweet Symphony,The Verve,1WYEDcS7WGjv0rG7rmMX3o,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,The Notorious B.I.G.,Mo Money Mo Problems,gUhRKVIjJtw,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,The Notorious B.I.G. / Mase / Diddy,4INDiWSKvqSKDEu7mh8HFz,a1.00 t0.59,review
G1,official-pl-90s-easy,*NSYNC,Tearin' Up My Heart,Eo-KmOd3i7s,Tearin' up My Heart - Radio Edit,*NSYNC,73q3FpQVXWk5eSUnyo83E4,a1.00 t0.62,review
G1,official-pl-90s-easy,Alanis Morissette,You Oughta Know,NPcyTyilmYY,You Oughta Know,Alanis Morissette,17ZAZ24Eyh5fKqQ06u4R3d,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Seal,Kiss From a Rose,AMD2TwRvuoU,Kiss from a Rose,Seal,3YKptz29AsOlm7WAVnztBh,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,2Pac ft. Dr. Dre,California Love,J7_bMdYfSws,California Love (Ft. Dr.Dre) (By 2 Pac) (Instrumental Karaoke Version),ZZang KARAOKE,1o5lUTXTAFh09WQqcHC9LD,a0.31 t1.00,no-match
G1,official-pl-90s-easy,4 Non Blondes,What's Up?,6NXnxTNIWkc,What's Up?,4 Non Blondes,0jWgAnTrNZmOGmqgvHhZEm,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Warren G ft. Nate Dogg,Regulate,1plPyJdXKIY,Regulate,Warren G / Nate Dogg,7nYvUtkQMx1v80S2FH2s9J,a0.50 t1.00,no-match
G1,official-pl-90s-easy,Backstreet Boys,I Want It That Way,4fndeDfaWCg,I Want It That Way,Backstreet Boys,47BBI51FKFwOMlIiX6m8ya,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,B*Witched,C'est la Vie,UvjLgjtJKsc,C'est la Vie,B*Witched,0SHmApKzT0EWhbFKBjsOex,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Right Said Fred,I'm Too Sexy,P5mtclwloEQ,I'm Too Sexy,Right Said Fred,1MQrMQwfqjgOjXEUaN9AMd,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Sir Mix-a-Lot,Baby Got Back,X53ZSxkQ3Ho,Baby Got Back,Sir Mix-A-Lot,2P6M8GbSXWkHXRf7S642PJ,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,The Verve Pipe,The Freshmen,1umEXpGHc0E,The Freshmen,The Verve Pipe,21jEuMn2lf37715rwjow2M,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Deep Blue Something,Breakfast at Tiffany's,1ClCpfeIELw,Breakfast At Tiffany's,Deep Blue Something,1uzWOoJdADfstQuFtQFTUn,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Soundgarden,Black Hole Sun,3mbBbFH9fAg,Black Hole Sun,Soundgarden,2EoOZnxNgtmZaD8uUmz2nD,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Eagle-Eye Cherry,Save Tonight,Nntd2fgMUYw,Save Tonight,Eagle-Eye Cherry,0smyCrJiibi2uwCiq5R1vj,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,EMF,Unbelievable,sfCLt0kTd5E,Unbelievable,EMF,5VYTKiOnHw4iTrB9pG3yum,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,The Proclaimers,I'm Gonna Be (500 Miles),tbNlMtqrYS0,I'm Gonna Be (500 Miles),The Proclaimers,67iAlVNDDdddxqSD2EZhFs,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,The Cranberries,Linger,G6Kspj3OO0s,Linger,The Cranberries,3HHehSGzW9dhs2V7Sod4jX,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Guns N' Roses,November Rain,lRmJZIQfjbo,November Rain,Guns N' Roses,3YRCqOhFifThpSRFJ1VWFM,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Cher,Believe,n7wvAEDOxAs,Believe,Cher,2goLsvvODILDzeeiT4dAoR,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Madonna,Ray of Light,x3ov9USxVxY,Ray of Light,Madonna,4Fpsa3pYc3gozrxHRRPvR6,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Coolio,Gangsta's Paradise,fPO76Jlnz6c,Gangsta's Paradise,Coolio / L.V.,1DIXPcTDzTj8ZMHt3PDt8p,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,MC Hammer,U Can't Touch This,otCpCn0l4Wo,U Can't Touch This,MC Hammer,1B75hgRqe7A4fwee3g3Wmu,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Toni Braxton,Un-Break My Heart,p2Rch6WvPJE,Un-Break My Heart,Toni Braxton,5Ihd9HrPvOADyVoonH9ZjB,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Fugees,Killing Me Softly,8iATPHyiBEI,Killing Me Softly With His Song,Fugees / Ms. Lauryn Hill,0Q0IVlqMV64kNLlwjPj0Hl,a1.00 t0.53,no-match
G1,official-pl-90s-easy,Shania Twain,That Don't Impress Me Much,mqFLXayD6e8,That Don't Impress Me Much,Shania Twain,4FUfoWMypAyWbOavmYyeNu,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Michael Jackson,Black or White,F2AitTPI5U0,Black or White,Michael Jackson,7EsjkelQuoUlJXEw7SeVV4,a1.00 t1.00,auto-ok
G1,official-pl-90s-easy,Christina Aguilera,Genie in a Bottle,kIDWgqDBNXA,Genie In a Bottle,Christina Aguilera,11mwFrKvLXCbcVGNxffGyP,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,George Michael,Careless Whisper,izGwDsrQ1eQ,Careless Whisper,George Michael,5WDLRQ3VCdVrKw0njWe5E5,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,Pet Shop Boys,West End Girls,p3j2NYZ8FKs,West End Girls,Pet Shop Boys,5Dqik1P9toCJTLj5rEm78s,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,Bonnie Tyler,Holding Out for a Hero,CPK2HwYzjkA,Holding Out for a Hero - Single Version,Bonnie Tyler,3qE6p9fN4YeILT0cQcY1cD,a1.00 t0.59,review
G1,official-pl-80s-mix,Starship,Nothing's Gonna Stop Us Now,3wxyN3z9PL4,Nothing's Gonna Stop Us Now,Starship,3X7uFMzJrEE0sxn62qd8Ch,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,Journey,Separate Ways (Worlds Apart),LatorN4P9aA,Separate Ways (Worlds Apart) [2023 Remaster],Journey,1pTw2cNrp9L3esxLAvWnN2,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,Journey,Don't Stop Believin',1k8craCGpgs,Don't Stop Believin',Journey,77NNZQSqzLNqh2A9JhLRkg,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,Blondie,Call Me,StKVS0eI85I,Call Me,Blondie,7HKxTNVlkHsfMLhigmhC0I,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,Michael Jackson,Billie Jean,Zi_XLOBDo_Y,Billie Jean,Michael Jackson,7J1uxwnxfQLu4APicE5Rnj,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,Dexys Midnight Runners,Come On Eileen,oc-P8oDuS0Q,Come On Eileen,Dexys Midnight Runners,3MrWxJaD2AT0W9DjWF64Vm,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,Dire Straits,Money for Nothing,wTP2RUD_cL0,Money For Nothing,Dire Straits,01Txvu3dNthhldq8oR0Pae,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,The Weather Girls,It's Raining Men,l5aZJBLAu1E,It's Raining Men,The Weather Girls,2IvetNzSZMH5gwjInoyr18,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,The Police,Every Breath You Take,OMOGaugKpzs,Every Breath You Take,The Police,1JSTJqkT5qHq8MDJnJbRE1,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,The Bangles,Manic Monday,SsmVgoXDq2w,Manic Monday,The Bangles,7Di7t9yGoxdZRLAt5a4pi0,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,Tina Turner,What's Love Got to Do with It,oGpFcHTxjZs,What's Love Got to Do with It,Tina Turner,4kOfxxnW1ukZdsNbCKY9br,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,Queen,Another One Bites the Dust,rY0WxgSXdEE,Another One Bites The Dust,Queen,2k1yPYf9WGA4LiqcLVwtzn,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,Madonna,Open Your Heart,snsTmi9N9Gs,Open Your Heart,Madonna,6poribUG9PSY1eudyCjJTS,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,Duran Duran,Rio,nTizYn3-QN0,Rio - US Edit,Duran Duran,68x0eW1iIqXU0exrafu8Ti,a1.00 t0.27,no-match
G1,official-pl-80s-mix,Falco,Rock Me Amadeus,cVikZ8Oe_XA,Rock Me Amadeus,Falco,0DfG1ltJnZyq4Tx3ZLL7ZU,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,The B-52's,Love Shack,9SOryJvTAGs,Love Shack,The B-52's,4W4wYHtsrgDiivRASVOINL,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,Billy Joel,Uptown Girl,hCuMWrfXG4E,Uptown Girl,Billy Joel,5zA8vzDGqPl2AzZkEYQGKh,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,Laura Branigan,Self Control,RP0_8J7uxhs,Self Control,Laura Branigan,6JNJERZGJwDVgkmbohBw7u,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,Kenny Loggins,Danger Zone,siwpn14IE7E,"Danger Zone - From ""Top Gun"" Original Soundtrack",Kenny Loggins,34x6hEJgGAOQvmlMql5Ige,a1.00 t0.25,no-match
G1,official-pl-80s-mix,Bryan Adams,Summer of '69,1i0i5lG6Ojc,Summer Of '69,Bryan Adams,0GONea6G2XdnHWjNZd6zt3,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,George Michael,Faith,6Cs3Pvmmv0E,Faith - Remastered,George Michael,0HEmnAUT8PHznIAAmVXqFJ,a1.00 t0.31,no-match
G1,official-pl-80s-mix,Don Henley,The Boys of Summer,6RUIeX6UCT8,The Boys Of Summer,Don Henley,4TIZrHkVMOnEb0L3Vj8zUc,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,Yes,Owner of a Lonely Heart,7LLzPPFc21o,Owner of a Lonely Heart,Yes,0GTK6TesV108Jj5D3MHsYb,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,The Cars,Drive,D2_oJJUhseA,Drive,The Cars,3wfujdbamR3Z46F4xav7LM,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,Europe,The Final Countdown,9jK-NcRmVcw,The Final Countdown,Europe,3MrRksHupTVEQ7YbA0FsZK,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,Duran Duran,Hungry Like the Wolf,oJL-lCzEXgI,Hungry Like the Wolf,Duran Duran,2qeESyQyH7MRHCBotCQsNq,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,Phil Collins,In the Air Tonight,YkADj0TPrJA,In the Air Tonight,Phil Collins,6mYXXXgFZZmk2mgejwSwdN,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,Blondie,Heart of Glass,WGU_4-5RaxU,Heart Of Glass,Blondie,41AE8ODX2JETBCa6muhSLY,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,The Bangles,Eternal Flame,PSoOFn3wQV4,Eternal Flame,The Bangles / Susanna Hoffs,5MoDQWMDMaAGDEiWsJfeCi,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,Foreigner,I Want to Know What Love Is,raNGeq3_DtM,I Want to Know What Love Is,Foreigner,04OjLvOApQve45B0ISx4XN,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,Madonna,Like a Prayer,79fzeNUqQbQ,Like a Prayer,Madonna,2v7ywbUzCgcVohHaKUcacV,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,Katrina and the Waves,Walking on Sunshine,iPUmE-tne5U,Walking On Sunshine,Katrina & The Waves,05wIrZSwuaVWhcv5FfqeH0,a0.81 t1.00,review
G1,official-pl-80s-mix,Los Lobos,La Bamba,nLAWPrCUQQ0,La Bamba,Los Lobos,0uMMLry3hzWGn3q3loqMkm,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,Run-DMC,Walk This Way,e1ereiiBaiQ,Walk This Way (feat. Aerosmith),Run–D.M.C. / Aerosmith,6qUEOWqOzu1rLPUPQ1ECpx,a0.78 t1.00,review
G1,official-pl-80s-mix,Kenny Loggins,Footloose,ltrMfT4Qz5Y,Footloose,Kenny Loggins,6W2VbtvMrDXm5vYeB7amkO,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,David Bowie,Let's Dance,VbD_kBJc_gI,Let's Dance - 2018 Remaster,David Bowie,3ix6K4wZY29bCujrSznwFZ,a1.00 t0.44,no-match
G1,official-pl-80s-mix,Bryan Adams,Heaven,vf3zFvcKQkw,Heaven,Bryan Adams,7Ewz6bJ97vUqk5HdkvguFQ,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,The J. Geils Band,Centerfold,BqDjMZKf-wg,Centerfold,The J. Geils Band,1ynmMEK1fkyiZ6Z6F3ThEt,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,Rick Springfield,Jessie's Girl,qYkbTyHXwbs,Jessie's Girl,Rick Springfield,5RsUlxLto4NZbhJpqJbHfN,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,The Clash,Should I Stay or Should I Go,BN1WwnEDWAM,Should I Stay or Should I Go - Remastered,The Clash,39shmbIHICJ2Wxnk1fPSdz,a1.00 t0.72,review
G1,official-pl-80s-mix,Men at Work,Down Under,XfR9iY5y94s,Down Under,Men At Work,3ZZq9396zv8pcn5GYVhxUi,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,David Bowie,Ashes to Ashes,HyMm4rJemtI,Ashes To Ashes - Live,David Bowie,1JUTIdmN2n8YPajApdUYJw,a1.00 t0.74,review
G1,official-pl-80s-mix,Frankie Goes to Hollywood,Relax,Yem_iEHiyJ0,Relax,Frankie Goes To Hollywood,5WJ92b9eMC0xZ7BaukU1E4,a1.00 t1.00,auto-ok
G1,official-pl-80s-mix,Nena,99 Luftballons,Fpu5a0Bl8eY,99 Luftballons,Nena,2IJftBfq7pJ43tfnOR0RB3,a1.00 t1.00,auto-ok
